month,regression_baseline,adaptive_expectations,past_precipitation_control,current_precipitation_control,temperature_precipitation_control
1-Jun-64,NaN,NaN,NaN,NaN,NaN
1-Jul-64,NaN,NaN,NaN,NaN,NaN
1-Aug-64,NaN,NaN,NaN,NaN,NaN
1-Sep-64,NaN,NaN,NaN,NaN,NaN
1-Oct-64,NaN,NaN,NaN,NaN,NaN
1-Nov-64,NaN,NaN,NaN,NaN,NaN
1-Dec-64,NaN,NaN,NaN,NaN,NaN
1-Jan-65,NaN,NaN,NaN,NaN,NaN
1-Feb-65,NaN,NaN,NaN,NaN,NaN
1-Mar-65,NaN,NaN,NaN,NaN,NaN
1-Apr-65,NaN,NaN,NaN,NaN,NaN
1-May-65,NaN,NaN,NaN,NaN,NaN
1-Jun-65,NaN,NaN,NaN,NaN,NaN
1-Jul-65,NaN,NaN,NaN,NaN,NaN
1-Aug-65,NaN,NaN,NaN,NaN,NaN
1-Sep-65,NaN,NaN,NaN,NaN,NaN
1-Oct-65,NaN,NaN,NaN,NaN,NaN
1-Nov-65,NaN,NaN,NaN,NaN,NaN
1-Dec-65,NaN,NaN,NaN,NaN,NaN
1-Jan-66,NaN,NaN,NaN,NaN,NaN
1-Feb-66,NaN,NaN,NaN,NaN,NaN
1-Mar-66,NaN,NaN,NaN,NaN,NaN
1-Apr-66,NaN,NaN,NaN,NaN,NaN
1-May-66,NaN,NaN,NaN,NaN,NaN
1-Jun-66,NaN,NaN,NaN,NaN,NaN
1-Jul-66,NaN,NaN,NaN,NaN,NaN
1-Aug-66,NaN,NaN,NaN,NaN,NaN
1-Sep-66,NaN,NaN,NaN,NaN,NaN
1-Oct-66,NaN,NaN,NaN,NaN,NaN
1-Nov-66,NaN,NaN,NaN,NaN,NaN
1-Dec-66,NaN,NaN,NaN,NaN,NaN
1-Jan-67,NaN,NaN,NaN,NaN,NaN
1-Feb-67,NaN,NaN,NaN,NaN,NaN
1-Mar-67,NaN,NaN,NaN,NaN,NaN
1-Apr-67,NaN,NaN,NaN,NaN,NaN
1-May-67,NaN,NaN,NaN,NaN,NaN
1-Jun-67,NaN,NaN,NaN,NaN,NaN
1-Jul-67,NaN,NaN,NaN,NaN,NaN
1-Aug-67,NaN,NaN,NaN,NaN,NaN
1-Sep-67,NaN,NaN,NaN,NaN,NaN
1-Oct-67,NaN,NaN,NaN,NaN,NaN
1-Nov-67,NaN,NaN,NaN,NaN,NaN
1-Dec-67,NaN,NaN,NaN,NaN,NaN
1-Jan-68,NaN,NaN,NaN,NaN,NaN
1-Feb-68,NaN,NaN,NaN,NaN,NaN
1-Mar-68,NaN,NaN,NaN,NaN,NaN
1-Apr-68,NaN,NaN,NaN,NaN,NaN
1-May-68,NaN,NaN,NaN,NaN,NaN
1-Jun-68,NaN,NaN,NaN,NaN,NaN
1-Jul-68,NaN,NaN,NaN,NaN,NaN
1-Aug-68,NaN,NaN,NaN,NaN,NaN
1-Sep-68,NaN,NaN,NaN,NaN,NaN
1-Oct-68,NaN,NaN,NaN,NaN,NaN
1-Nov-68,NaN,NaN,NaN,NaN,NaN
1-Dec-68,NaN,NaN,NaN,NaN,NaN
1-Jan-69,NaN,NaN,NaN,NaN,NaN
1-Feb-69,NaN,NaN,NaN,NaN,NaN
1-Mar-69,NaN,NaN,NaN,NaN,NaN
1-Apr-69,NaN,NaN,NaN,NaN,NaN
1-May-69,NaN,NaN,NaN,NaN,NaN
1-Jun-69,NaN,NaN,NaN,NaN,NaN
1-Jul-69,NaN,NaN,NaN,NaN,NaN
1-Aug-69,NaN,NaN,NaN,NaN,NaN
1-Sep-69,NaN,NaN,NaN,NaN,NaN
1-Oct-69,NaN,NaN,NaN,NaN,NaN
1-Nov-69,NaN,NaN,NaN,NaN,NaN
1-Dec-69,NaN,NaN,NaN,NaN,NaN
1-Jan-70,NaN,NaN,NaN,NaN,NaN
1-Feb-70,NaN,NaN,NaN,NaN,NaN
1-Mar-70,NaN,NaN,NaN,NaN,NaN
1-Apr-70,NaN,NaN,NaN,NaN,NaN
1-May-70,NaN,NaN,NaN,NaN,NaN
1-Jun-70,NaN,NaN,NaN,NaN,NaN
1-Jul-70,NaN,NaN,NaN,NaN,NaN
1-Aug-70,NaN,NaN,NaN,NaN,NaN
1-Sep-70,NaN,NaN,NaN,NaN,NaN
1-Oct-70,NaN,NaN,NaN,NaN,NaN
1-Nov-70,NaN,NaN,NaN,NaN,NaN
1-Dec-70,-4.925531769,NaN,-5.011056345,-3.061343026,-5.00045494
1-Jan-71,-18.0953102,NaN,-16.19894443,-15.67970721,-16.18946145
1-Feb-71,-3.607261374,NaN,-1.892869592,-2.635877672,-1.854898455
1-Mar-71,-6.714829408,NaN,-6.09825064,-4.835037618,-6.076284451
1-Apr-71,3.981741854,NaN,5.48198424,4.759901519,5.473147485
1-May-71,-2.007844306,NaN,-1.177274883,-1.812990005,-1.17639948
1-Jun-71,1.442405834,NaN,1.493208495,-2.515010193,1.496795474
1-Jul-71,0.852339943,NaN,-3.403248153,4.834123357,-3.387299188
1-Aug-71,-2.024984052,NaN,2.292754718,-1.435725621,2.263875158
1-Sep-71,-16.37429187,NaN,-15.83585014,-14.54179493,-15.83894094
1-Oct-71,-39.95775929,NaN,-38.81813671,-37.61941551,-38.83006087
1-Nov-71,-21.27369763,NaN,-20.94454906,-22.08113589,-20.94818565
1-Dec-71,5.698003939,-22.81672215,3.079939224,7.398244589,3.07120779
1-Jan-72,-28.43640442,-23.29029296,-27.02187064,-25.10375873,-26.97391735
1-Feb-72,-11.37816333,-20.98886684,-9.507471737,-8.827584269,-9.453940863
1-Mar-72,-34.97806136,-40.17506601,-33.37141735,-34.44216238,-33.32534107
1-Apr-72,26.22377712,-0.558562927,24.58477579,24.21314164,24.59777107
1-May-72,-2.230478575,-0.539636084,-3.872581686,-3.90004545,-3.874873273
1-Jun-72,3.319409224,1.570743146,1.342274993,1.670677445,1.344170783
1-Jul-72,1.532487584,1.571593178,-0.150208882,1.750265986,-0.144636393
1-Aug-72,1.79976371,4.71667572,2.117155507,1.608973111,2.116038094
1-Sep-72,-22.30126246,-3.250110575,-22.39241131,-20.97500522,-22.39528563
1-Oct-72,-44.1795826,-6.066362037,-43.81171087,-42.14748967,-43.82456895
1-Nov-72,20.73136862,9.101048008,20.47628158,18.42341221,20.46779829
1-Dec-72,5.503179083,10.28207051,3.256794513,9.777081848,3.249303
1-Jan-73,-30.88555631,-1.784304528,-26.16428192,-28.39904681,-26.11325828
1-Feb-73,-0.213746224,6.266317872,0.929661964,-0.760431658,0.985232737
1-Mar-73,-2.367380717,22.03539476,-3.408203407,-0.254773455,-3.407615756
1-Apr-73,8.620764599,6.023776272,10.52700812,6.649987827,10.53764576
1-May-73,0.674604987,6.212446619,-1.200562402,1.355623651,-1.21958766
1-Jun-73,-0.268241949,0.876606998,0.519785353,1.430578578,0.516633126
1-Jul-73,1.487370929,0.792458873,3.326093757,1.045821009,3.315973967
1-Aug-73,-0.124566693,0.43778851,-0.518602434,2.606508363,-0.516255316
1-Sep-73,-11.75882157,7.827414171,-8.796323777,-10.16989538,-8.815439225
1-Oct-73,5.709257046,52.22022873,6.853677802,4.118166037,6.847222777
1-Nov-73,2.015234165,18.70925763,0.452264305,0.569746362,0.444487968
1-Dec-73,3.381428448,11.9076297,1.918349109,3.545002615,1.897937641
1-Jan-74,-0.303379198,32.2603276,0.06190503,0.329140546,0.040295961
1-Feb-74,1.838729889,25.21385844,2.565479628,1.950142698,2.634904743
1-Mar-74,-3.114381295,25.88202392,-2.873679341,-1.522233017,-2.8458308
1-Apr-74,-7.129986987,-5.383228786,-5.525246308,-5.047316392,-5.510203286
1-May-74,-0.863016997,-2.730260624,1.00964991,-0.839773903,1.00896179
1-Jun-74,3.613411808,0.566046373,3.484353433,2.861039386,3.478336496
1-Jul-74,1.49778983,0.528305915,0.790030026,0.42657651,0.788762488
1-Aug-74,2.682287952,3.098713652,1.609990138,3.17540427,1.610279091
1-Sep-74,-2.10971945,16.46035546,-1.420228735,-2.225114932,-1.424150356
1-Oct-74,10.50640055,45.99085864,10.33022308,5.291966109,10.33074353
1-Nov-74,4.824720898,23.18493631,-0.247553258,4.122180355,-0.279562777
1-Dec-74,-0.347375888,10.3965259,-0.713748923,-5.04639977,-0.712155834
1-Jan-75,2.521031758,27.85154576,-2.408789756,2.737356282,-2.379299571
1-Feb-75,-0.464080841,18.68264698,-0.02571937,2.204567215,0.052669187
1-Mar-75,-6.867569832,15.52907599,-3.933438436,-6.871359428,-3.895567404
1-Apr-75,3.893341093,4.782500057,3.589792925,3.105023192,3.585158855
1-May-75,1.003295139,4.824196236,0.271836031,2.212998724,0.267179722
1-Jun-75,-0.259062803,0.452072219,1.106743302,-0.619475142,1.099083757
1-Jul-75,1.482161478,0.396229436,1.102331991,2.439454522,1.101479315
1-Aug-75,3.174132507,2.815879794,4.287345815,3.177695351,4.28184851
1-Sep-75,4.693652025,19.42777513,4.879890915,5.198504159,4.88348443
1-Oct-75,1.640843136,29.64713021,2.475886835,3.566052549,2.478741642
1-Nov-75,-8.36125341,2.611711366,-6.077944102,-7.953113697,-6.085568224
1-Dec-75,-5.2596229,-5.639336317,-5.148449942,-2.013363512,-5.159386743
1-Jan-76,1.796421882,13.63584698,4.96139321,-2.441692169,5.000469435
1-Feb-76,-5.529001234,4.97466997,-10.12299817,-3.267486704,-10.13793774
1-Mar-76,-15.83653853,-2.204814235,-13.71295486,-13.43608597,-13.68386886
1-Apr-76,-11.45923944,-19.82846756,-9.755268691,-9.794769341,-9.756323849
1-May-76,0.574455585,-9.994127872,1.522058258,1.190620598,1.519492653
1-Jun-76,-2.018755436,-9.260317942,-1.646803123,1.412429272,-1.649960566
1-Jul-76,-39.0139843,-45.6399324,-35.58999637,-37.89365733,-35.61126013
1-Aug-76,2.188860218,-24.81454613,1.342725912,4.449711606,1.338220163
1-Sep-76,-7.412897453,-11.9258347,-5.490019141,-7.468028905,-5.511493876
1-Oct-76,2.046605941,8.534492446,1.299298205,3.383334398,1.296718038
1-Nov-76,-18.15538302,-16.23464786,-16.87296892,-18.27004083,-16.87375665
1-Dec-76,13.70980731,3.821126751,12.56022269,15.303613,12.56453898
1-Jan-77,-9.134681017,5.267793218,-7.072993669,-8.763332991,-7.088652242
1-Feb-77,8.408240273,14.62346378,8.361593709,5.889629625,8.388204841
1-Mar-77,2.158839646,22.10456988,-0.266250616,2.759945341,-0.258058459
1-Apr-77,-0.293373168,8.229923985,0.507726955,-2.64743562,0.522838129
1-May-77,0.379476709,5.525044967,-2.114781728,2.831169648,-2.129752937
1-Jun-77,-0.259062803,1.905044098,2.429773023,-1.256671727,2.416688079
1-Jul-77,1.482161478,7.923638949,0.415696313,1.988754498,0.421621846
1-Aug-77,3.174132507,6.388461523,3.801676677,1.126233175,3.795363365
1-Sep-77,2.288561187,15.12476839,0.264168138,4.044494421,0.27414978
1-Oct-77,-8.378362008,10.91111984,-6.313921659,-6.927197117,-6.32588251
1-Nov-77,11.60545156,18.00149695,12.84936003,8.097527104,12.85102203
1-Dec-77,0.11717557,7.796457506,-3.165985479,1.370140388,-3.170121591
1-Jan-78,0.560097481,16.77595471,2.032784363,2.00012705,2.057071558
1-Feb-78,1.558403111,12.64289047,3.205710422,2.609744811,3.253550475
1-Mar-78,2.09726653,18.94677418,3.353546179,0.189842932,3.332380221
1-Apr-78,-0.293373168,7.054220559,-2.196947728,1.509883563,-2.198331715
1-May-78,-1.997445601,2.358830519,-0.011824919,-4.107147729,-0.016054172
1-Jun-78,1.089914459,1.632894942,-1.253919375,1.367030699,-1.248421145
1-Jul-78,1.482161478,6.791690528,1.822462093,1.778945867,1.817895709
1-Aug-78,3.008457162,5.310148817,3.409913974,1.318009573,3.402153598
1-Sep-78,4.041431107,14.6229312,2.394043532,1.288220727,2.398676724
1-Oct-78,5.575248509,24.24744447,2.864904644,6.853606978,2.873968596
1-Nov-78,-19.48663265,-6.88736729,-17.71660528,-15.93256648,-17.71814482
1-Dec-78,-6.265824537,-12.40925244,-3.264526512,-8.63936729,-3.250142829
1-Jan-79,10.24119797,13.44578417,7.172049574,11.28478679,7.116133728
1-Feb-79,2.333202253,11.13746249,3.760521682,2.506043485,3.58866303
