month,regression_baseline,adaptive_expectations,past_precipitation_control,current_precipitation_control,temperature_precipitation_control
1-Mar-79,1.691763571,16.21545145,2.022272886,-1.294816516,1.967411351
1-Apr-79,-0.087373031,6.172442989,-3.17280112,-1.536960645,-3.193458282
1-May-79,0.379476709,4.440899014,-1.135069846,0.989516103,-1.143639936
1-Jun-79,-0.259062803,1.428783074,0.445228441,-0.3397303,0.442129577
1-Jul-79,1.306021514,5.766589248,1.227641837,1.975799026,1.230636041
1-Aug-79,2.829099308,4.36705746,3.623792105,2.73713511,3.613064344
1-Sep-79,0.087673915,8.682783267,0.151457286,0.726641431,0.147320067
1-Oct-79,4.592548485,17.89996635,5.338422144,7.387384857,5.334731132
1-Nov-79,6.146224028,17.62850863,9.443961755,4.140193345,9.438334458
1-Dec-79,0.400894822,9.115483491,-1.370355816,-2.038374162,-1.388951906
1-Jan-80,2.521031758,15.66508319,0.044676752,3.70869254,0.066883506
1-Feb-80,-6.685654936,2.988508431,-5.200592736,-6.853308753,-5.247909862
1-Mar-80,5.797713305,14.59721707,5.368281814,6.544897676,5.382209115
1-Apr-80,-0.191505023,5.48661599,0.851940595,-2.928653434,0.849593529
1-May-80,0.379476709,3.94746579,-2.525088413,2.621361016,-2.537936583
1-Jun-80,-0.259062803,1.270029399,2.203685665,-2.90405802,2.18912431
1-Jul-80,1.316486133,5.136321728,-1.525183468,-2.792710744,-1.512279632
1-Aug-80,3.268158413,4.326826954,-1.086399674,3.860150323,-1.067937776
1-Sep-80,4.207480872,12.09038678,5.030113806,4.898829568,5.024297556
1-Oct-80,5.216861741,19.01684302,6.228866768,4.346103719,6.226880126
1-Nov-80,4.94623032,16.42828039,4.386361109,5.731203841,4.38285689
1-Dec-80,-0.852678864,7.269667272,0.368107044,-0.324036163,0.358123686
1-Jan-81,3.051257801,14.09857488,3.719116158,1.235116081,3.71236883
1-Feb-81,0.600595791,9.975908314,-1.138180254,1.684023074,-1.220236521
1-Mar-81,1.60182947,13.0767852,2.880314805,-1.737353588,2.877310825
1-Apr-81,-0.157050117,4.937954391,-3.621602064,0.656221408,-3.60489477
1-May-81,0.379476709,3.552719211,1.30164945,-0.393666728,1.301306176
1-Jun-81,-0.259062803,1.143026459,-1.045273396,-1.287754487,-1.038799374
1-Jul-81,1.482161478,4.7883649,0.38220189,0.333597515,0.387608317
1-Aug-81,3.171911746,3.891923497,2.015877874,3.058914239,2.020648303
1-Sep-81,4.414948411,11.08755529,4.475473562,3.816333826,4.474030262
1-Oct-81,6.968848955,18.98417492,6.601017111,1.788025696,6.606542667
1-Nov-81,4.641349449,15.69064425,-0.473586358,3.212544105,-0.472081725
1-Dec-81,-1.175752614,6.714679573,-2.329244598,-3.349302226,-2.333528116
1-Jan-82,-1.903471992,7.922252971,-4.152773583,-3.06550581,-4.337087214
1-Feb-82,1.847574501,7.538129807,0.570503683,4.732644453,0.46275734
1-Mar-82,2.710853837,12.12819022,5.923415873,2.957465667,5.95803468
1-Apr-82,-0.293373168,4.489049446,0.139288298,0.468611095,0.140954706
1-May-82,0.379476709,3.229744738,1.24303421,0.896267822,1.237871732
1-Jun-82,-0.259062803,1.039114963,0.344745171,-0.736035493,0.342080779
1-Jul-82,1.482161478,4.353059,0.976727904,3.581745961,0.981849074
1-Aug-82,3.174132507,3.540333031,5.518265872,3.387503983,5.505220988
1-Sep-82,4.627103214,10.29301087,5.039429461,7.540869266,5.037985835
1-Oct-82,7.01340457,17.42401618,10.44098016,5.114573516,10.42854776
1-Nov-82,4.414225921,14.24999294,2.841132168,5.948196869,2.84975203
1-Dec-82,-2.506207262,4.749131257,-0.47592726,-3.414856307,-0.46071444
1-Jan-83,3.789105252,12.1566985,2.835279094,1.404424851,2.840562026
1-Feb-83,0.764764838,8.604999121,-1.568537221,1.172142085,-1.507609019
1-Mar-83,1.748862114,11.1175077,2.306949761,1.473454832,2.260336715
1-Apr-83,-9.717027102,-5.308691942,-9.870518044,-13.90497241,-9.867877883
1-May-83,-4.310377212,-7.077470977,-9.246109443,-8.072821161,-9.23593077
1-Jun-83,4.90299477,0.417662835,0.531283353,6.611823,0.541267899
1-Jul-83,1.7857107,3.990304084,3.749202427,6.054168809,3.738558695
1-Aug-83,3.033536491,3.104709263,7.722279488,4.093913183,7.693194829
1-Sep-83,4.761970699,9.490334841,6.080077906,5.04742459,6.074069886
1-Oct-83,2.639406358,11.62927332,3.239422556,4.004977646,3.239138277
1-Nov-83,-31.77915014,-25.50417716,-30.04975687,-31.28046914,-30.05107298
1-Dec-83,16.80172975,1.75212485,15.8681552,17.61537081,15.86240714
1-Jan-84,5.282670309,11.22156785,6.593753026,2.669675923,6.598164036
1-Feb-84,-1.976943375,5.201367899,-4.519585579,-3.11593345,-4.518748853
1-Mar-84,2.386290754,9.343738848,1.142656116,4.973880784,1.099569665
1-Apr-84,0.227947226,4.523322911,3.152455606,0.86148732,3.155733536
1-May-84,0.379476709,3.505020187,1.117430122,-3.24550998,1.113408916
1-Jun-84,-0.259062803,0.920394139,-4.118386736,-0.192087188,-4.112116206
1-Jul-84,1.482161478,3.683357616,1.562880312,2.120856229,1.55605543
1-Aug-84,3.174132507,3.006481489,3.944027976,4.522024732,3.935190423
1-Sep-84,4.377140125,8.455271117,6.012012823,0.297285122,6.001755935
1-Oct-84,7.155266389,15.07745534,3.034254541,7.351287824,3.049931279
1-Nov-84,-1.20125451,9.360086143,-0.513474689,-0.320021527,-0.508310598
1-Dec-84,0.967902612,4.545811951,2.017529476,3.374625731,2.024490689
1-Jan-85,-7.037667251,-0.243778522,-4.326422922,-6.652267064,-4.299646611
1-Feb-85,6.816805958,7.571549834,6.937970954,8.578195701,6.482983359
1-Mar-85,1.698046488,9.544089259,3.863866454,2.261873732,3.827089772
1-Apr-85,-0.264533722,4.200228417,0.483815692,-1.523586288,0.475116183
1-May-85,0.379476709,3.254661602,-0.934103306,0.158052267,-0.934149472
1-Jun-85,-0.259062803,0.8546517,-0.450747382,-1.994887283,-0.446446704
1-Jul-85,1.482161478,3.420260643,-0.379796241,2.400601072,-0.377698206
1-Aug-85,3.174132507,2.791732812,4.245477786,2.532728076,4.238482688
1-Sep-85,2.312422018,5.786605073,1.803651624,3.501094877,1.805233183
1-Oct-85,-41.1254731,-35.45203692,-39.67112783,-37.67693217,-39.67673246
1-Nov-85,-0.465631797,-18.59414481,1.314038978,-1.436404714,1.308705133
1-Dec-85,1.410093348,-10.82580339,-0.196020894,1.357382338,-0.249940999
1-Jan-86,8.233557711,6.491821674,7.931528812,4.732934835,7.968105057
1-Feb-86,-2.959063754,1.10434906,-6.483586641,-0.32590463,-6.525925989
1-Mar-86,1.658122661,5.484028093,4.375275529,0.349783225,4.104638198
1-Apr-86,1.678572656,3.92021319,0.323565965,0.445161997,0.30393953
1-May-86,0.379476709,3.037684162,-0.858740853,-0.906532272,-0.867011325
1-Jun-86,-1.286249943,-0.22951222,-2.625118521,-0.900676036,-2.61248316
1-Jul-86,2.065122095,3.192243267,2.438440323,2.908107222,2.436619663
1-Aug-86,3.174132507,2.605617291,4.178488939,2.540498766,4.170995748
1-Sep-86,4.236615798,7.325025182,3.73621901,4.858028282,3.738048622
1-Oct-86,-9.637843417,-0.508898351,-8.699762275,-11.23089869,-8.708746834
1-Nov-86,11.81104512,13.33464081,9.739780319,13.68621784,9.747401825
1-Dec-86,-5.727351232,0.17439542,-3.201764694,-8.770048184,-3.186053126
1-Jan-87,5.34972925,9.061210223,1.906546124,5.230813319,1.890004558
1-Feb-87,-1.105393476,4.577474759,-0.982849085,-1.674122233,-1.676298808
1-Mar-87,2.966994782,8.460427227,2.367251276,2.108556769,2.335086606
1-Apr-87,-0.205148599,3.675199865,-0.960841223,0.407181419,-1.040752384
1-May-87,0.379476709,2.847828902,1.083935699,-1.271754705,1.088023652
1-Jun-87,-2.655832797,-1.58475056,-4.388260849,-5.316369394,-4.395357085
1-Jul-87,2.842402917,2.992728063,-0.134356933,0.901303789,-0.125200573
1-Aug-87,3.174132507,2.44276621,1.197485264,2.874638439,1.209343668
1-Sep-87,4.693652025,7.324247335,4.553320288,3.380162684,4.550522411
1-Oct-87,6.975636052,16.39576952,5.851255987,8.123776458,5.862548214
1-Nov-87,3.472424871,13.78750319,5.181784603,2.64410604,5.181516311
1-Dec-87,0.242002077,6.835669703,-0.31979651,1.458108512,-0.318618134
1-Jan-88,2.532757193,9.497527969,3.990976796,1.69200058,4.014725523
1-Feb-88,0.764764838,6.728494807,0.064315916,-2.0449236,0.126631083
1-Mar-88,-15.64357671,-9.274230506,-18.55216188,-21.73146016,-18.56358351
1-Apr-88,7.161376318,1.043011709,-0.114341731,8.786247391,-0.176235291
1-May-88,1.750631733,2.680309555,3.667201514,3.798075228,3.666624192
1-Jun-88,-0.259062803,0.905240055,2.027839943,0.491733537,2.021500246
1-Jul-88,1.482161478,2.816685235,2.299757625,0.263661305,2.293066901
1-Aug-88,3.112257733,2.237199306,1.880861409,4.623334449,1.888154729
1-Sep-88,4.219507602,6.384148977,6.027170891,4.078591973,6.015752403
1-Oct-88,6.849088073,15.01574348,6.963977227,7.602105565,6.964511169
1-Nov-88,0.036719973,9.349977573,1.306880257,0.446335245,1.308619112
1-Dec-88,2.346383034,6.476570704,2.943074581,-0.059527649,2.93033877
1-Jan-89,1.586506633,8.035362401,-0.806112315,4.841170971,-0.790305838
1-Feb-89,-6.840645294,-1.781092635,-3.174347104,-6.701790975,-3.091693855
1-Mar-89,6.366171276,8.633443351,6.246217134,6.630476869,6.275928854
1-Apr-89,-0.293373168,3.401066543,0.248145174,-2.725142521,0.267727421
1-May-89,0.379476709,2.531403469,-2.198517786,3.569385204,-2.200964857
1-Jun-89,-0.609912177,0.504099567,2.874416203,0.762539368,2.861190984
1-Jul-89,1.681279399,2.660202722,3.151440455,1.600531649,3.141652133
1-Aug-89,3.174132507,2.17478523,3.17365624,3.900369527,3.17473059
1-Sep-89,0.227368497,2.072450785,1.192352729,1.485977567,1.186526256
1-Oct-89,-6.755846799,-1.669132999,-5.329090779,-6.916568783,-5.333113381
1-Nov-89,2.304891555,2.130298215,1.862938174,3.504091577,1.870195064
1-Dec-89,-21.91217067,-21.94096314,-20.57583868,-23.00639326,-20.58404083
1-Jan-90,0.992704882,-8.91573101,-1.278979699,2.578659355,-1.269864469
1-Feb-90,1.208194573,-3.018766501,2.651630744,-2.767666206,2.72364985
1-Mar-90,7.121790987,8.179051595,2.732546675,8.736513215,2.770686723
1-Apr-90,-0.293373168,3.222063041,1.7218998,-0.526037233,1.741488936
1-May-90,0.3228881,2.341583098,0.114624055,3.310758653,0.113151381
1-Jun-90,-0.226947009,0.828417385,3.036873497,-3.129107098,3.024902885
1-Jul-90,1.397316054,2.435346629,-1.720682539,4.413841964,-1.703877941
1-Aug-90,-5.792236666,-6.954198738,-2.464207145,-5.183657661,-2.487543093
1-Sep-90,-6.786792003,-10.16680715,-6.392513337,-9.001743884,-6.394489361
1-Oct-90,-2.364861972,-4.074553995,-5.154444135,-1.82773887,-5.149931691
1-Nov-90,15.19392697,13.49781047,15.5499624,12.80966565,15.55387839
1-Dec-90,-1.473973409,6.106149197,-3.397837128,-1.254150481,-3.406190293
1-Jan-91,3.160410854,8.992760266,3.475454893,4.574387988,3.466277171
1-Feb-91,-7.561874485,-1.72726974,-5.817230504,-5.530423014,-5.760709963
1-Mar-91,6.391133827,7.686744206,8.288168524,8.051694471,8.274045446
1-Apr-91,-4.359769768,-1.052743155,-2.315118107,-3.365743183,-2.297234944
1-May-91,2.287383204,1.854344758,3.199030468,3.862163117,3.196339151
1-Jun-91,-0.272056349,0.531810337,1.508106137,-2.704993175,1.491844234
1-Jul-91,1.626987563,2.398424721,-0.99282116,3.606710295,-0.987018664
1-Aug-91,-3.711285888,-4.477385609,-1.492756611,-1.190019464,-1.504389121
1-Sep-91,-50.84063601,-52.50397859,-48.2813236,-49.90422581,-48.29852928
1-Oct-91,26.01584802,0.193724547,24.47691322,27.40516423,24.47633606
1-Nov-91,3.772489895,3.740379405,5.844839449,2.443231581,5.839410084
1-Dec-91,-17.11555424,-14.9990637,-18.40926962,-17.63530511,-18.41936163
1-Jan-92,8.75729623,2.348575354,7.374716758,10.74899755,7.355044501
1-Feb-92,-0.190816858,2.198289402,2.159630687,0.377034566,2.221072537
1-Mar-92,1.675128101,4.785899857,2.271428343,-1.595601863,2.299394243
1-Apr-92,1.192516089,3.111090515,-2.255472441,0.817190604,-2.261386538
1-May-92,0.379476709,2.192790421,0.053982182,3.491678303,0.054447444
1-Jun-92,-0.259062803,0.761672214,3.141529518,-0.091068218,3.129620098
1-Jul-92,1.482161478,2.28421402,1.671737188,1.336016533,1.67512675
1-Aug-92,0.026480747,-0.526410135,-0.049357973,-0.879127146,-0.045420518
1-Sep-92,-3.880969331,-0.922823757,-4.829860937,-2.126904509,-4.81829706
1-Oct-92,-16.87902712,-14.85540278,-15.16555068,-18.64683643,-15.1744087
1-Nov-92,21.2515821,12.51384249,18.49500102,17.5908095,18.48112601
1-Dec-92,-0.250215785,7.623753332,-3.40507903,1.078600997,-3.405137629
1-Jan-93,2.311523791,8.248272195,3.879620401,0.60071718,3.893591307
1-Feb-93,-2.92894074,2.769090419,-4.577578191,-1.389753194,-4.536795973
1-Mar-93,-5.066540412,-1.792653268,-3.474157834,-2.259684144,-3.472365672
1-Apr-93,3.489189131,1.656278281,6.266905089,4.033988853,6.278791787
1-May-93,0.795442393,1.763689057,1.48529256,0.510402079,1.492924731
1-Jun-93,-0.072101569,0.72705075,-0.33029369,-0.024929231,-0.321899839
1-Jul-93,1.482161478,2.18038611,1.5461331,-2.766907819,1.545912845
1-Aug-93,3.099471268,2.570508119,-1.397631329,3.911185879,-1.373076368
1-Sep-93,4.736024598,9.480134305,5.789432017,2.543481371,5.780227508
1-Oct-93,6.975636052,15.55470193,4.905038528,6.320976364,4.911553667
1-Nov-93,4.154467922,11.74810462,3.921151102,6.442195806,3.916807535
1-Dec-93,-12.50043689,-5.083732973,-9.670742941,-18.81307607,-9.693706178
1-Jan-94,7.154829214,5.709181916,-0.119407641,4.817669928,-0.133481192
1-Feb-94,2.121151447,6.461303042,-0.137565339,3.639900468,-0.0915401
1-Mar-94,1.748862114,7.264464121,3.537869818,-1.642591883,3.546397658
1-Apr-94,-0.293373168,2.897665211,-3.804680047,-2.973804603,-3.793186399
1-May-94,-0.117549327,1.51940996,-2.963499208,-0.711966892,-2.960677548
1-Jun-94,0.023014915,0.695439848,-0.595143927,1.233622524,-0.591837611
1-Jul-94,1.482161478,2.085586714,2.802173975,3.387478709,2.794821556
1-Aug-94,3.147483373,2.506759001,5.282276592,1.309392672,5.274479046
1-Sep-94,4.708776237,9.067954552,2.909154716,2.967554177,2.924198176
1-Oct-94,4.630956568,12.53373106,3.046028183,5.07196418,3.054822818
1-Nov-94,4.329893088,10.10334697,5.161483676,5.048690707,5.154825957
1-Dec-94,-0.802188372,6.170695613,0.312489772,-1.814621319,0.33343905
1-Jan-95,-9.214913793,-4.63142146,-10.21636397,-13.4062798,-10.18919837
1-Feb-95,2.015258926,0.352581618,-2.894307017,0.085222173,-2.947268963
1-Mar-95,5.062960059,6.961778116,2.988106601,2.885893713,3.019685283
1-Apr-95,-0.293373168,2.77692916,-2.414661479,-0.976737257,-2.439066589
1-May-95,0.379476709,1.953127248,-0.314456475,-0.284877067,-0.310381137
1-Jun-95,-1.115052087,-0.189526096,-1.784032198,-1.809604098,-1.782000701
1-Jul-95,1.967961992,1.998687268,1.185802084,2.743225733,1.185494072
1-Aug-95,3.174132507,2.428959844,4.103126487,3.07667638,4.102867555
1-Sep-95,4.693652025,8.690123113,4.771034039,2.354431596,4.774275753
1-Oct-95,3.664288561,11.04482426,1.434592526,6.747330793,1.443713619
1-Nov-95,2.751730228,7.572436103,6.382616549,3.224901148,6.381255727
1-Dec-95,-2.641843945,2.877200195,-1.883385825,-1.086380992,-1.895421247
1-Jan-96,3.33631659,6.375987263,4.98121835,7.808708042,4.932444066
1-Feb-96,-6.839333499,-2.374206645,-1.83610579,-6.608982281,-1.759099689
1-Mar-96,-4.860365867,-4.779551954,-4.892023483,-2.394571397,-4.959262592
1-Apr-96,3.91392916,0.367625721,6.267560849,5.778697,6.264674451
1-May-96,1.387517287,1.578727921,3.485747988,-0.363382995,3.485782672
1-Jun-96,-0.090917968,0.674044231,-1.913337325,2.062540308,-1.911565154
1-Jul-96,1.451070821,1.88764912,3.784289623,0.55116894,3.770320043
1-Aug-96,3.187335899,2.327359928,2.297722279,2.226930948,2.299079218
1-Sep-96,1.33029142,4.976636881,0.477983883,2.410117157,0.484763473
1-Oct-96,3.657727343,8.686227849,4.946223946,2.283472475,4.934337326
1-Nov-96,7.514461632,10.95607446,6.294495658,5.88028951,6.298959549
1-Dec-96,-0.347375888,7.146618632,-1.651592776,2.118176467,-1.657628748
1-Jan-97,1.683820857,6.964092729,4.474463917,5.886509383,4.432722666
1-Feb-97,0.394530763,5.423917185,5.087213857,-2.208409534,5.15364984
1-Mar-97,1.587434029,6.22592996,-1.128431565,2.202489963,-1.10635088
1-Apr-97,-2.265633557,0.315547854,-1.47944644,-1.9937275,-1.465939265
1-May-97,1.705322754,1.814281853,1.934366106,2.059788661,1.928347503
1-Jun-97,-0.259062803,0.648119453,0.202393872,-1.147882066,0.201321061
1-Jul-97,1.482161478,1.846137888,0.532926795,-0.800923234,0.539526491
1-Aug-97,3.174132507,2.242287607,0.795552184,5.53998513,0.811183434
1-Sep-97,0.945295553,4.402752606,3.677110616,3.960080577,3.663413614
1-Oct-97,-9.716944655,-5.239596375,-6.362305314,-9.907232109,-6.377413729
1-Nov-97,-4.999573394,-9.677475015,-5.609484053,-3.095194972,-5.614932174
1-Dec-97,3.016561583,-1.234020822,4.716160929,1.816860605,4.722702814
1-Jan-98,7.127085473,7.54337427,5.849355625,7.090769061,5.854482771
1-Feb-98,-4.068526449,1.235117348,-3.789263489,-1.632999096,-3.734823066
1-Mar-98,4.2105631,6.355203925,6.715513031,3.126640221,6.762364715
1-Apr-98,-0.200251659,2.573476774,-1.171500317,-2.200502151,-1.167956833
1-May-98,0.236982049,1.566823051,-1.875376437,2.112782967,-1.867075095
1-Jun-98,-0.273475207,0.507397671,1.786813104,-1.568702457,1.781246198
1-Jul-98,0.763955271,0.993315476,-0.626469958,0.82610896,-0.615103184
1-Aug-98,-7.993364889,-9.453455486,-7.881849143,-7.036385039,-7.885375885
1-Sep-98,10.44696451,7.150791206,11.09814148,6.644261472,11.09021192
1-Oct-98,7.139896549,13.46344564,3.453720884,-0.969915943,3.473457827
1-Nov-98,-1.027479727,5.144665623,-9.29806227,-1.681094953,-9.285507652
1-Dec-98,2.916638544,6.926001225,2.316533011,4.344220117,2.273806181
1-Jan-99,2.521031758,7.273968046,4.273347695,2.45761144,4.285003737
1-Feb-99,-4.891044307,0.368488157,-4.754132645,-7.389905142,-4.698124456
1-Mar-99,4.958709529,6.409574345,2.105807074,4.3770111,2.058666407
1-Apr-99,-0.293373168,2.548115701,-0.698072284,-1.023361397,-0.689721477
1-May-99,-5.190125256,-3.878473702,-5.934300074,-5.71460661,-5.928342076
1-Jun-99,1.703474361,-0.592391314,0.910214203,1.706165503,0.917630592
1-Jul-99,2.162282198,1.742286858,2.192203118,2.995281811,2.190341525
1-Aug-99,3.174132507,2.496863328,4.170115333,3.698331585,4.167154275
1-Sep-99,2.775278904,5.814285645,3.522549384,3.55210519,3.518623098
1-Oct-99,8.042164789,13.27130726,9.075563003,9.577333355,9.07927204
1-Nov-99,4.559927053,10.71851577,6.71199137,5.440872731,6.709545163
1-Dec-99,-0.546362652,6.488186833,0.787106296,-4.343986486,0.78245723
1-Jan-00,2.633962928,7.023141562,-1.33434549,3.446056252,-1.355838966
1-Feb-00,0.764764838,6.011590813,1.847893958,-2.604413285,1.891599324
1-Mar-00,1.748862114,6.18855454,-1.762622672,-2.062209146,-1.747231422
1-Apr-00,-0.293373168,2.460249642,-4.256854762,0.763897317,-4.259389817
1-May-00,0.379476709,1.824868735,1.561231231,0.63206436,1.567115202
1-Jun-00,-0.259062803,0.62642097,0.060042573,1.999247409,0.065321814
1-Jul-00,1.482161478,1.682208001,3.924237156,-1.492514649,3.911953575
1-Aug-00,3.174132507,2.410764592,0.050301266,3.504064334,0.062644061
1-Sep-00,4.693652025,7.532166157,5.23158236,3.333538544,5.229988608
1-Oct-00,6.975636052,12.83588359,5.801014352,7.222376411,5.810466099
1-Nov-00,4.547323543,10.36123191,5.285344999,5.855944479,5.291860677
1-Dec-00,-0.347375888,6.470900702,1.44664138,1.449897122,1.462039069
